timestamp,symbol,price
2025-10-08T17:42:44.842575,AAPL,151.54
2025-10-08T17:42:44.855008,AAPL,153.5
2025-10-08T17:42:44.867574,AAPL,150.25
2025-10-08T17:42:44.880166,AAPL,154.37
2025-10-08T17:42:44.892333,AAPL,155.3
2025-10-08T17:42:44.904929,AAPL,158.84
2025-10-08T17:42:44.915804,AAPL,159.75
2025-10-08T17:42:44.926917,AAPL,154.94
2025-10-08T17:42:44.939479,AAPL,156.93
2025-10-08T17:42:44.950603,AAPL,155.36
2025-10-08T17:42:44.963195,AAPL,153.62
2025-10-08T17:42:44.975782,AAPL,149.84
2025-10-08T17:42:44.988347,AAPL,148.15
2025-10-08T17:42:45.000911,AAPL,141.53
2025-10-08T17:42:45.013470,AAPL,146.6
2025-10-08T17:42:45.025136,AAPL,142.27
2025-10-08T17:42:45.037699,AAPL,147.52
2025-10-08T17:42:45.050254,AAPL,149.45
2025-10-08T17:42:45.061302,AAPL,149.3
2025-10-08T17:42:45.073865,AAPL,152.17
2025-10-08T17:42:45.086420,AAPL,148.28
2025-10-08T17:42:45.098982,AAPL,144.49
2025-10-08T17:42:45.111531,AAPL,144.61
2025-10-08T17:42:45.124082,AAPL,142.52
2025-10-08T17:42:45.136642,AAPL,136.44
2025-10-08T17:42:45.149197,AAPL,133.22
2025-10-08T17:42:45.161749,AAPL,131.84
2025-10-08T17:42:45.174295,AAPL,132.04
2025-10-08T17:42:45.185257,AAPL,128.0
2025-10-08T17:42:45.197809,AAPL,128.73
2025-10-08T17:42:45.210441,AAPL,131.07
2025-10-08T17:42:45.223114,AAPL,129.29
2025-10-08T17:42:45.235769,AAPL,125.92
2025-10-08T17:42:45.247470,AAPL,128.09
2025-10-08T17:42:45.258604,AAPL,127.2
2025-10-08T17:42:45.271188,AAPL,132.06
2025-10-08T17:42:45.283775,AAPL,134.55
2025-10-08T17:42:45.296351,AAPL,138.66
2025-10-08T17:42:45.308947,AAPL,139.92
2025-10-08T17:42:45.321541,AAPL,144.88
2025-10-08T17:42:45.334142,AAPL,144.9
2025-10-08T17:42:45.346722,AAPL,144.69
2025-10-08T17:42:45.359308,AAPL,147.93
2025-10-08T17:42:45.371886,AAPL,145.48
2025-10-08T17:42:45.384486,AAPL,145.09
2025-10-08T17:42:45.397099,AAPL,148.17
2025-10-08T17:42:45.409721,AAPL,151.6
2025-10-08T17:42:45.422336,AAPL,153.28
2025-10-08T17:42:45.434734,AAPL,151.38
2025-10-08T17:42:45.447383,AAPL,154.36
2025-10-08T17:42:45.458917,AAPL,153.51
2025-10-08T17:42:45.469474,AAPL,153.89
2025-10-08T17:42:45.482116,AAPL,158.31
2025-10-08T17:42:45.494755,AAPL,159.94
2025-10-08T17:42:45.507359,AAPL,159.65
2025-10-08T17:42:45.518548,AAPL,161.2
2025-10-08T17:42:45.531240,AAPL,157.81
2025-10-08T17:42:45.542530,AAPL,157.98
2025-10-08T17:42:45.555120,AAPL,158.96
2025-10-08T17:42:45.567686,AAPL,159.9
2025-10-08T17:42:45.580256,AAPL,163.62
2025-10-08T17:42:45.591130,AAPL,163.96
2025-10-08T17:42:45.603688,AAPL,163.9
2025-10-08T17:42:45.616232,AAPL,160.99
2025-10-08T17:42:45.628803,AAPL,162.38
2025-10-08T17:42:45.641267,AAPL,163.44
2025-10-08T17:42:45.653153,AAPL,159.91
2025-10-08T17:42:45.665719,AAPL,158.75
2025-10-08T17:42:45.678331,AAPL,164.3
2025-10-08T17:42:45.690895,AAPL,162.65
2025-10-08T17:42:45.703487,AAPL,163.28
2025-10-08T17:42:45.715672,AAPL,157.22
2025-10-08T17:42:45.728256,AAPL,155.76
2025-10-08T17:42:45.740806,AAPL,157.32
2025-10-08T17:42:45.753373,AAPL,157.92
2025-10-08T17:42:45.765177,AAPL,156.47
2025-10-08T17:42:45.777748,AAPL,158.92
2025-10-08T17:42:45.790005,AAPL,159.27
2025-10-08T17:42:45.802553,AAPL,163.59
2025-10-08T17:42:45.815090,AAPL,168.35
2025-10-08T17:42:45.827645,AAPL,168.0
2025-10-08T17:42:45.839736,AAPL,170.27
2025-10-08T17:42:45.852281,AAPL,170.91
2025-10-08T17:42:45.864821,AAPL,169.38
2025-10-08T17:42:45.877364,AAPL,169.08
2025-10-08T17:42:45.889903,AAPL,166.56
2025-10-08T17:42:45.902514,AAPL,159.7
2025-10-08T17:42:45.915162,AAPL,161.92
2025-10-08T17:42:45.927785,AAPL,157.68
2025-10-08T17:42:45.940389,AAPL,159.92
2025-10-08T17:42:45.953023,AAPL,159.61
2025-10-08T17:42:45.965649,AAPL,159.09
2025-10-08T17:42:45.978534,AAPL,156.58
2025-10-08T17:42:45.991161,AAPL,158.29
2025-10-08T17:42:46.002981,AAPL,157.77
2025-10-08T17:42:46.015559,AAPL,157.63
2025-10-08T17:42:46.028133,AAPL,154.54
2025-10-08T17:42:46.040702,AAPL,156.9
2025-10-08T17:42:46.051922,AAPL,153.21
2025-10-08T17:42:46.064504,AAPL,153.19
2025-10-08T17:42:46.077071,AAPL,154.89
2025-10-08T17:42:46.089695,AAPL,158.9
2025-10-08T17:42:46.101759,AAPL,153.88
2025-10-08T17:42:46.114340,AAPL,157.29
2025-10-08T17:42:46.126936,AAPL,155.77
2025-10-08T17:42:46.139504,AAPL,153.57
2025-10-08T17:42:46.152082,AAPL,160.62
2025-10-08T17:42:46.164646,AAPL,160.26
2025-10-08T17:42:46.177230,AAPL,155.1
2025-10-08T17:42:46.189798,AAPL,155.75
2025-10-08T17:42:46.202409,AAPL,154.05
2025-10-08T17:42:46.214270,AAPL,152.97
2025-10-08T17:42:46.226876,AAPL,152.6
2025-10-08T17:42:46.239469,AAPL,152.43
2025-10-08T17:42:46.252091,AAPL,158.14
2025-10-08T17:42:46.264732,AAPL,158.83
2025-10-08T17:42:46.277589,AAPL,157.89
2025-10-08T17:42:46.290227,AAPL,156.56
2025-10-08T17:42:46.302840,AAPL,154.87
2025-10-08T17:42:46.315404,AAPL,153.61
2025-10-08T17:42:46.327980,AAPL,153.56
2025-10-08T17:42:46.340537,AAPL,156.56
2025-10-08T17:42:46.352452,AAPL,149.39
2025-10-08T17:42:46.365025,AAPL,148.59
2025-10-08T17:42:46.376491,AAPL,151.64
2025-10-08T17:42:46.389042,AAPL,146.14
2025-10-08T17:42:46.401588,AAPL,141.61
2025-10-08T17:42:46.414123,AAPL,146.95
2025-10-08T17:42:46.424550,AAPL,145.34
2025-10-08T17:42:46.437125,AAPL,146.34
2025-10-08T17:42:46.448508,AAPL,145.55
2025-10-08T17:42:46.461007,AAPL,147.33
2025-10-08T17:42:46.473647,AAPL,147.89
2025-10-08T17:42:46.486293,AAPL,149.39
2025-10-08T17:42:46.498946,AAPL,147.38
2025-10-08T17:42:46.509456,AAPL,150.62
2025-10-08T17:42:46.521215,AAPL,152.88
2025-10-08T17:42:46.532422,AAPL,147.3
2025-10-08T17:42:46.545065,AAPL,146.92
2025-10-08T17:42:46.555991,AAPL,146.58
2025-10-08T17:42:46.566386,AAPL,144.58
2025-10-08T17:42:46.577092,AAPL,140.6
2025-10-08T17:42:46.589728,AAPL,137.06
2025-10-08T17:42:46.601814,AAPL,135.14
2025-10-08T17:42:46.614453,AAPL,132.44
2025-10-08T17:42:46.625588,AAPL,132.08
2025-10-08T17:42:46.638218,AAPL,130.93
2025-10-08T17:42:46.649903,AAPL,130.15
2025-10-08T17:42:46.662526,AAPL,131.04
2025-10-08T17:42:46.675137,AAPL,126.68
2025-10-08T17:42:46.687751,AAPL,123.99
2025-10-08T17:42:46.699034,AAPL,123.36
2025-10-08T17:42:46.711613,AAPL,122.39
